1716.bases 0.327
252.bases 0.007
3432.bases 1.26
4092.bases 0.02
417.bases 0.002
462.bases 0.021
4639.bases 0.385
6435.bases 4.5
924.bases 0.09
definitely-bases.txt 0
not-bases-1.txt 0
not-bases-2.txt 0
